X,Y,Pop,ele,Distance=5000 Number of People=1000,Distance=10000 Number of People=1000,Distance=15000 Number of People=1000,Distance=20000 Number of People=1000,Distance=25000 Number of People=1000,Distance=30000 Number of People=2000,Distance=35000 Number of People=2000,Distance=40000 Number of People=2000,Distance=45000 Number of People=2000,Distance=50000 Number of People=3000
3960164.574,-1982875.869,3559.142238,0,0,0,1,1,1,1,1,1,1,1
1534913.62,-461899.3264,2139.551456,0,0,0,1,1,1,1,1,1,1,1
3728709.089,68299.5958,344246.2822,1,1,1,1,1,1,1,1,1,1,1
166307.2717,1133950.408,1101.469496,0,0,0,1,1,1,1,1,1,1,1
2903519.968,-2997701.813,683.3879418,0,0,0,0,0,0,0,0,0,0,0
-1816159.275,1646109.114,19818.97758,1,1,1,1,1,1,1,1,1,1,1
4513645.082,-1670261.539,1529.712144,0,0,0,1,1,1,1,1,1,1,1
417889.3211,739721.7917,8497.386789,1,1,1,1,1,1,1,1,1,1,1
-789704.5152,779997.2703,3079.684926,0,0,0,1,1,1,1,1,1,1,1
4262063.033,-612387.9918,8047.929922,0,0,0,1,1,1,1,1,1,1,1
2994089.505,-2964292.892,214443.8579,1,1,1,1,1,1,1,1,1,1,1
2762634.02,-3613631.397,41.60849092,0,0,0,0,0,0,0,0,0,0,0
679534.6527,840470.632,10538.55585,0,0,0,1,1,1,1,1,1,1,1
5294.7609,1215314.746,37756.04376,0,0,0,1,1,1,1,1,1,1,1
3195355.144,-2109217.989,8975.809353,0,0,0,1,1,1,1,1,1,1,1
2682127.764,-1147512.328,3353.216263,0,0,0,1,1,1,1,1,1,1,1
588965.1146,639161.2601,9836.393691,1,1,1,1,1,1,1,1,1,1,1
3517380.167,-2515009.812,188.7423914,0,0,0,0,0,0,0,0,0,0,0
307193.2192,729657.6954,312580.5472,1,1,1,1,1,1,1,1,1,1,1
3648202.833,-361725.0646,9091.596631,0,0,0,1,1,1,1,1,1,1,1
3497253.603,-2385860.834,2995.891423,0,0,0,1,1,1,1,1,1,1,1
-447552.9277,1235686.688,8535.461868,1,1,1,1,1,1,1,1,1,1,1
2631811.354,-3555344.922,22.6955405,0,0,0,0,0,0,0,0,0,0,0
3839405.19,-2831420.481,16377.44693,0,0,0,1,1,1,1,1,1,1,1
-1745716.301,1843378.915,20652.20109,1,1,1,1,1,1,1,1,1,1,1
3034342.633,-3177236.891,176.5208706,0,0,0,0,0,0,0,0,0,0,0
4282189.597,1042638.328,18463.60014,0,0,0,1,1,1,1,1,1,1,1
1595293.311,1164439.371,13012.57284,0,0,0,1,1,1,1,1,1,1,1
-1765842.865,1646109.114,31944.75058,1,1,1,1,1,1,1,1,1,1,1
-1312995.177,1012250.134,4687.049352,0,0,0,1,1,1,1,1,1,1,1
780167.4723,1154273.417,5878.566887,0,0,0,1,1,1,1,1,1,1,1
3175228.58,-2897706.224,15722.96612,1,1,1,1,1,1,1,1,1,1,1
3738772.37,-1919996.147,1389.50351,0,0,0,1,1,1,1,1,1,1,1
2571431.662,-1167843.258,3128.379124,1,1,1,1,1,1,1,1,1,1,1
-1504197.535,1791302.368,5938.693294,0,0,0,1,1,1,1,1,1,1,1
4201683.341,921222.8875,31238.34855,0,0,0,1,1,1,1,1,1,1,1
2963899.659,-2656064.67,283.8831962,0,0,0,0,0,0,0,0,0,0,0
3618012.987,238285.7155,11843.06175,0,0,0,1,1,1,1,1,1,1,1
1957571.463,-3313459.545,27.73727438,0,0,0,0,0,0,0,0,0,0,0
2078330.846,-3790196.036,219.3902249,0,0,0,0,0,0,0,0,0,0,0
1826748.797,-2353724.392,657.026687,0,0,0,0,0,0,0,0,0,0,0
1394027.672,-491973.2452,855.8205824,0,0,0,0,0,0,0,0,0,0,0
3215481.708,-2776406.014,491.7367109,0,0,0,0,0,0,0,0,0,0,0
3648202.833,-1732440.82,1279.853168,0,0,0,1,1,1,1,1,1,1,1
4191620.059,1012250.134,24563.9708,0,0,0,1,1,1,1,1,1,1,1
-1101666.256,1481210.99,627.098367,0,0,0,0,0,0,0,0,0,0,0
3718645.807,-2162100.326,6124.241214,0,0,0,1,1,1,1,1,1,1,1
2984026.223,-3064756.401,3159.723583,1,1,1,1,1,1,1,1,1,1,1
-447552.9277,870735.9152,2253.165051,0,0,0,1,1,1,1,1,1,1,1
2581494.945,-3532107.308,18.91295042,0,0,0,0,0,0,0,0,0,0,0
3467063.757,1450406.538,1605.09355,0,0,0,1,1,1,1,1,1,1,1
-1272742.049,1625438.564,2648.26671,0,0,0,1,1,1,1,1,1,1,1
3487190.322,-2014387.272,12600.54135,0,0,0,1,1,1,1,1,1,1,1
4352632.571,850556.8808,15964.46161,0,0,0,1,1,1,1,1,1,1,1
2289659.767,-4029841.16,717.4312526,0,0,0,0,0,0,0,0,0,0,0
2269533.203,-3485761.861,20.17381378,0,0,0,0,0,0,0,0,0,0,0
558775.2686,709535.0454,32481.12322,0,0,0,1,1,1,1,1,1,1,1
-1635020.2,1832953.902,5356.114256,0,0,0,1,1,1,1,1,1,1,1
3758898.935,1885128.416,1506.135871,0,0,0,1,1,1,1,1,1,1,1
3326177.81,-251638.0328,85172.46146,0,0,0,1,1,1,1,1,1,1,1
1605356.594,-481947.3939,4050.113081,0,0,0,1,1,1,1,1,1,1,1
2893456.685,-2754455.964,263.3390175,0,0,0,0,0,0,0,0,0,0,0
649344.8067,639161.2601,13275.76355,1,1,1,1,1,1,1,1,1,1,1
4342569.289,1032506.287,22096.62343,0,0,0,1,1,1,1,1,1,1,1
3789088.78,-1320724.539,4714.007162,0,0,0,1,1,1,1,1,1,1,1
2722380.892,-924605.2192,1503.749471,0,0,0,1,1,1,1,1,1,1,1
4030607.548,-1597919.21,7981.106836,0,0,0,1,1,1,1,1,1,1,1
1786495.669,-2289625.857,8.667898245,0,0,0,0,0,0,0,0,0,0,0
3064532.478,-1320724.539,2630.352772,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-2268310.329,350.0150376,0,0,0,0,0,0,0,0,0,0,0
518522.1406,1164439.371,11971.45653,0,0,0,1,1,1,1,1,1,1,1
810357.3184,2126814.203,598.7336281,0,0,0,0,0,0,0,0,0,0,0
820420.5998,538763.0694,17160.10827,0,0,0,1,1,1,1,1,1,1,1
1414154.236,-642524.9147,8248.863656,0,0,0,1,1,1,1,1,1,1,1
3386557.501,-2003878.087,8556.582302,0,0,0,1,1,1,1,1,1,1,1
2148773.82,-2547452.66,1.733579649,0,0,0,0,0,0,0,0,0,0,0
1575166.748,-582265.0591,5940.05217,0,0,0,1,1,1,1,1,1,1,1
3366430.938,-3393579.237,3419.461436,1,1,1,1,1,1,1,1,1,1,1
3034342.633,-1290089.589,2582.000699,0,0,0,1,1,1,1,1,1,1,1
4241936.469,-1753203.636,1950.338044,0,0,0,1,1,1,1,1,1,1,1
4282189.597,992004.3666,24325.53709,0,0,0,1,1,1,1,1,1,1,1
3708582.525,1317304.51,2899.459989,0,0,0,1,1,1,1,1,1,1,1
1726115.977,-522058.3793,5442.025818,0,0,0,1,1,1,1,1,1,1,1
3165165.299,-3042369.408,5293.104391,1,1,1,1,1,1,1,1,1,1,1
-356983.3904,629114.5628,131.1651106,0,0,0,0,0,0,0,0,0,0,0
1162572.187,1154273.417,8795.397471,0,0,0,1,1,1,1,1,1,1,1
3758898.935,-461899.3264,11201.42287,0,0,0,1,1,1,1,1,1,1,1
2812950.429,-2418056.645,143.8092507,0,0,0,0,0,0,0,0,0,0,0
-507932.6198,1174608.331,12066.44767,0,0,0,1,1,1,1,1,1,1,1
3970227.856,-894303.8476,3787.790382,0,0,0,1,1,1,1,1,1,1,1
1222951.879,1307090.611,6905.274924,0,0,0,1,1,1,1,1,1,1,1
3517380.167,1937428.875,562.0796155,0,0,0,0,0,0,0,0,0,0,0
3084659.043,-2385860.834,383.632301,0,0,0,0,0,0,0,0,0,0,0
-588438.8756,1123793.297,5005.835592,0,0,0,1,1,1,1,1,1,1,1
4332506.007,699476.4415,29173.68922,0,0,0,1,1,1,1,1,1,1,1
1041812.803,448522.201,7143.842153,0,0,0,1,1,1,1,1,1,1,1
3014216.069,-3336300.461,385.8241886,0,0,0,0,0,0,0,0,0,0,0
206560.3996,719595.4558,70600.34974,1,1,1,1,1,1,1,1,1,1,1
4211746.623,-451877.0589,3068.020239,0,0,0,1,1,1,1,1,1,1,1
-256350.5708,689419.6163,5184.616246,0,0,0,1,1,1,1,1,1,1,1
3416747.347,2360845.401,87.08275734,0,0,0,0,0,0,0,0,0,0,0
3708582.525,-1993374.296,2861.694163,0,0,0,1,1,1,1,1,1,1,1
4171493.495,-843846.9251,31.4899438,0,0,0,0,0,0,0,0,0,0,0
1595293.311,-1993374.296,369.2524652,0,0,0,0,0,0,0,0,0,0,0
2048141.0,518700.6414,702.7773712,0,0,0,0,0,0,0,0,0,0,0
4221809.905,-251638.0328,25124.76076,0,0,0,1,1,1,1,1,1,1,1
3537506.732,-2930961.397,495.519301,0,0,0,0,0,0,0,0,0,0,0
4352632.571,1553224.93,17638.79612,0,0,0,1,1,1,1,1,1,1,1
3034342.633,-2942063.361,8981.129723,1,1,1,1,1,1,1,1,1,1,1
4161430.214,1245877.439,28400.10429,0,0,0,1,1,1,1,1,1,1,1
3497253.603,-1961894.975,11117.42679,0,0,0,1,1,1,1,1,1,1,1
3245671.554,-3578626.324,3106.767322,1,1,1,1,1,1,1,1,1,1,1
3869595.036,-1701330.936,4722.806056,0,0,0,1,1,1,1,1,1,1,1
2963899.659,-2439553.969,173.6916924,0,0,0,0,0,0,0,0,0,0,0
1675799.567,-2310966.528,26.00369473,0,0,0,0,0,0,0,0,0,0,0
3809215.345,1470939.006,2343.317834,0,0,0,1,1,1,1,1,1,1,1
3547570.013,2021381.342,364.164258,0,0,0,0,0,0,0,0,0,0,0
1585230.03,-451877.0589,3668.463361,0,0,0,1,1,1,1,1,1,1,1
-829957.6427,921222.8875,1394.303094,0,0,0,1,1,1,1,1,1,1,1
830483.8821,2105682.498,598.7336281,0,0,0,0,0,0,0,0,0,0,0
3406684.066,-2809390.612,5469.625261,1,1,1,1,1,1,1,1,1,1,1
3014216.069,-3075963.344,4888.367252,1,1,1,1,1,1,1,1,1,1,1
-55084.9312,1052773.044,1378.604004,0,0,0,1,1,1,1,1,1,1,1
890863.5734,1501766.607,11226.25553,0,0,0,1,1,1,1,1,1,1,1
1685862.849,-1046030.787,4004.109132,1,1,1,1,1,1,1,1,1,1,1
3114848.888,-2418056.645,381.654815,0,0,0,0,0,0,0,0,0,0,0
3024279.351,-2067015.236,203.681067,0,0,0,0,0,0,0,0,0,0,0
4040670.829,800146.8278,15628.88824,0,0,0,1,1,1,1,1,1,1,1
4251999.751,800146.8278,316613.4761,0,0,0,1,1,1,1,1,1,1,1
2833076.993,-3555344.922,124.8254728,0,0,0,0,0,0,0,0,0,0,0
4674657.593,1062910.465,6232.833834,0,0,0,1,1,1,1,1,1,1,1
2068267.564,-3695704.166,252.1726723,0,0,0,0,0,0,0,0,0,0,0
2289659.767,-3439586.863,71.86921159,0,0,0,0,0,0,0,0,0,0,0
4322442.724,1512050.295,11183.42415,0,0,0,1,1,1,1,1,1,1,1
850610.4459,1256071.413,104942.6248,1,1,1,1,1,1,1,1,1,1,1
3396620.784,-3290658.416,7118.834538,1,1,1,1,1,1,1,1,1,1,1
2007887.872,528731.1861,1123.188834,1,1,1,1,1,1,1,1,1,1,1
3758898.935,1989859.184,73.22868231,0,0,0,0,0,0,0,0,0,0,0
2420482.433,-3451114.802,34.04331076,0,0,0,0,0,0,0,0,0,0,0
-1765842.865,2010868.551,293.1749943,0,0,0,0,0,0,0,0,0,0,0
3648202.833,1399141.133,5379.339419,0,0,0,1,1,1,1,1,1,1,1
307193.2192,759855.6608,10891.67809,0,0,0,1,1,1,1,1,1,1,1
-1172109.229,1501766.607,391.6450768,0,0,0,0,0,0,0,0,0,0,0
-467679.4923,749787.7709,10938.81087,0,0,0,1,1,1,1,1,1,1,1
2903519.968,-2732537.296,225.9859654,0,0,0,0,0,0,0,0,0,0,0
-729324.8231,759855.6608,9233.664431,0,0,0,1,1,1,1,1,1,1,1
3658266.114,-2886637.938,3086.387486,0,0,0,1,1,1,1,1,1,1,1
4251999.751,-522058.3793,2537.189757,0,0,0,1,1,1,1,1,1,1,1
3416747.347,-2268310.329,4520.533197,0,0,0,1,1,1,1,1,1,1,1
3708582.525,-331691.7766,15715.73124,0,0,0,1,1,1,1,1,1,1,1
-346920.1081,790071.0423,3764.258997,0,0,0,1,1,1,1,1,1,1,1
3326177.81,-2897706.224,5053.540352,1,1,1,1,1,1,1,1,1,1,1
-658881.8496,1042638.328,6161.166634,0,0,0,1,1,1,1,1,1,1,1
-819894.3604,931327.2451,1349.383535,0,0,0,1,1,1,1,1,1,1,1
4423075.544,1337742.594,19152.40864,1,1,1,1,1,1,1,1,1,1,1
3114848.888,-2942063.361,16183.18124,1,1,1,1,1,1,1,1,1,1,1
2470798.843,-3290658.416,41.60849092,0,0,0,0,0,0,0,0,0,0,0
-618628.7208,1042638.328,240923.3565,1,1,1,1,1,1,1,1,1,1,1
1987761.309,-522058.3793,9184.476269,0,0,0,1,1,1,1,1,1,1,1
1917318.334,-3053558.437,20.80295579,0,0,0,0,0,0,0,0,0,0,0
4302316.161,-351713.0877,24.8284743,0,0,0,0,0,0,0,0,0,0,0
3980291.138,1708225.865,1557.593864,0,0,0,1,1,1,1,1,1,1,1
2178963.666,-3359181.531,46.65194437,0,0,0,0,0,0,0,0,0,0,0
3628076.269,1470939.006,5252.67359,0,0,0,1,1,1,1,1,1,1,1
-1151982.666,1491486.847,389.3138561,0,0,0,0,0,0,0,0,0,0,0
4292252.878,-331691.7766,56.27787508,0,0,0,0,0,0,0,0,0,0,0
3205418.426,-1556673.829,775.3315883,0,0,0,0,0,0,0,0,0,0,0
-829957.6427,992004.3666,1169.705302,0,0,0,1,1,1,1,1,1,1,1
3859531.754,-491973.2452,3261.458465,0,0,0,1,1,1,1,1,1,1,1
3376494.22,-3053558.437,1170.081199,1,1,1,1,1,1,1,1,1,1,1
2048141.0,-3199844.508,36.40517263,0,0,0,0,0,0,0,0,0,0,0
3366430.938,38310.748,33944.66815,0,0,1,1,1,1,1,1,1,1,1
3698519.243,1625438.564,3861.328627,0,0,0,1,1,1,1,1,1,1,1
4151366.931,880828.7565,25148.57494,0,0,0,1,1,1,1,1,1,1,1
-1755779.584,1843378.915,14399.63769,0,0,0,1,1,1,1,1,1,1,1
3718645.807,1317304.51,13.85407503,0,0,0,0,0,0,0,0,0,0,0
1373901.108,1022376.899,21579.23928,1,1,1,1,1,1,1,1,1,1,1
2038077.718,-2886637.938,814.782435,0,0,0,0,0,0,0,0,0,0,0
2873330.122,-3790196.036,144.9992866,0,0,0,0,0,0,0,0,0,0,0
508458.8596,1307090.611,5533.609317,0,0,0,1,1,1,1,1,1,1,1
3960164.574,-11669.0679,26505.22393,0,0,1,1,1,1,1,1,1,1,1
3255734.837,-642524.9147,4554.765278,0,0,0,1,1,1,1,1,1,1,1
3527443.449,2031899.581,364.164258,0,0,0,0,0,0,0,0,0,0,0
3235608.272,-3313459.545,7879.135145,1,1,1,1,1,1,1,1,1,1,1
4241936.469,-271647.149,5975.386148,0,0,0,1,1,1,1,1,1,1,1
3668329.397,1470939.006,1719.884457,0,0,0,1,1,1,1,1,1,1,1
739914.344,820304.5461,5094.757969,0,0,0,1,1,1,1,1,1,1,1
3134975.453,-2364430.001,425.1595089,0,0,0,0,0,0,0,0,0,0,0
3446937.193,-2820401.506,3017.246024,1,1,1,1,1,1,1,1,1,1,1
4171493.495,-391766.5822,12483.51343,0,0,0,1,1,1,1,1,1,1,1
1132382.341,609025.9328,55221.98029,1,1,1,1,1,1,1,1,1,1,1
3658266.114,-562190.5322,5324.049783,0,0,0,1,1,1,1,1,1,1,1
558775.2686,1012250.134,4872.270542,0,0,0,1,1,1,1,1,1,1,1
3215481.708,-592304.5252,2096.062365,0,0,0,1,1,1,1,1,1,1,1
136117.4269,820304.5461,6761.824735,0,0,0,1,1,1,1,1,1,1,1
-528059.1835,679364.5422,7952.558625,0,0,0,1,1,1,1,1,1,1,1
1907255.053,-3439586.863,133.6515163,0,0,0,0,0,0,0,0,0,0,0
3376494.22,-2798387.757,5741.971747,1,1,1,1,1,1,1,1,1,1,1
2973962.941,-3719256.755,2481.379095,1,1,1,1,1,1,1,1,1,1,1
3446937.193,-3020017.991,3985.752767,0,0,0,1,1,1,1,1,1,1,1
3507316.886,-2525817.023,221.0982299,0,0,0,0,0,0,0,0,0,0,0
2812950.429,-965040.2867,1503.749471,0,0,0,1,1,1,1,1,1,1,1
2913583.249,-2710649.704,220.3830076,0,0,0,0,0,0,0,0,0,0,0
4402948.981,951543.1363,15572.37062,0,0,0,1,1,1,1,1,1,1,1
196497.1181,800146.8278,23246.20838,0,0,0,1,1,1,1,1,1,1,1
3869595.036,-1815604.635,30646.54586,0,0,0,1,1,1,1,1,1,1,1
2007887.872,-2162100.326,10.40147789,0,0,0,0,0,0,0,0,0,0,0
639281.5244,1409386.813,7905.447762,0,0,0,1,1,1,1,1,1,1,1
3044405.915,-2364430.001,403.412963,0,0,0,0,0,0,0,0,0,0,0
3255734.837,-3578626.324,10505.51353,1,1,1,1,1,1,1,1,1,1,1
1957571.463,-2820401.506,107.4819382,0,0,0,0,0,0,0,0,0,0,0
3235608.272,-632477.6769,2096.062365,0,0,0,1,1,1,1,1,1,1,1
-437489.6462,1235686.688,8535.461868,1,1,1,1,1,1,1,1,1,1,1
-840020.925,860645.2992,2064.502906,0,0,0,1,1,1,1,1,1,1,1
-236224.0071,1378660.68,9813.534974,0,0,0,1,1,1,1,1,1,1,1
4201683.341,1235686.688,25074.39556,0,0,0,1,1,1,1,1,1,1,1
2953836.377,-311673.8177,1779.356287,0,0,0,1,1,1,1,1,1,1,1
2118583.974,-3087179.307,117.8834161,0,0,0,0,0,0,0,0,0,0,0
-1514260.817,1073050.616,7430.055986,1,1,1,1,1,1,1,1,1,1,1
3255734.837,-361725.0646,79926.19752,1,1,1,1,1,1,1,1,1,1,1
-568312.3119,790071.0423,2533.463096,0,0,0,1,1,1,1,1,1,1,1
4312379.443,709535.0454,5413.328337,0,0,0,1,1,1,1,1,1,1,1
3376494.22,-1930463.063,5366.897242,0,0,0,1,1,1,1,1,1,1,1
4423075.544,1460670.863,9249.461827,0,0,0,1,1,1,1,1,1,1,1
-1494134.252,1822533.77,2007.692049,0,0,0,1,1,1,1,1,1,1,1
3295987.964,-2119782.889,2412.533027,0,0,0,1,1,1,1,1,1,1,1
4201683.341,1615109.725,3726.630601,0,0,0,1,1,1,1,1,1,1,1
-799767.7967,810224.6548,11395.19358,0,0,0,1,1,1,1,1,1,1,1
-497869.3375,860645.2992,27729.74181,0,0,0,1,1,1,1,1,1,1,1
840547.1636,1440145.999,23455.07365,0,0,0,1,1,1,1,1,1,1,1
2410419.152,-3813937.717,35.30417412,0,0,0,0,0,0,0,0,0,0,0
1836812.078,-2504209.624,5.200738947,0,0,0,0,0,0,0,0,0,0,0
4694784.157,1164439.371,1435.900795,1,1,1,1,1,1,1,1,1,1,1
4231873.187,-111634.0601,32563.37166,0,0,1,1,1,1,1,1,1,1,1
3155102.017,-1763592.003,1791.283325,0,0,0,1,1,1,1,1,1,1,1
2923646.531,-2688792.88,250.2654493,0,0,0,0,0,0,0,0,0,0,0
3074595.761,-3861566.538,24265.31539,1,1,1,1,1,1,1,1,1,1,1
1796558.951,-2003878.087,4665.062835,0,0,0,1,1,1,1,1,1,1,1
4010480.983,1677147.56,1785.196525,0,0,0,1,1,1,1,1,1,1,1
3688455.961,1501766.607,4389.762631,0,0,0,1,1,1,1,1,1,1,1
2782760.584,-3695704.166,110.9559758,0,0,0,0,0,0,0,0,0,0,0
2611684.79,-3660461.822,28.99985731,0,0,0,0,0,0,0,0,0,0,0
3275861.4,-3543720.666,1020.038459,0,0,0,1,1,1,1,1,1,1,1
277003.374,729657.6954,338205.4172,1,1,1,1,1,1,1,1,1,1,1
4423075.544,1419636.164,9404.885283,0,0,0,1,1,1,1,1,1,1,1
2913583.249,-2332332.614,315.6332905,0,0,0,0,0,0,0,0,0,0,0
3014216.069,-1228909.226,1996.940615,1,1,1,1,1,1,1,1,1,1,1
3819278.626,-2151512.226,9839.770005,0,0,0,1,1,1,1,1,1,1,1
196497.1181,820304.5461,5514.132714,0,0,0,1,1,1,1,1,1,1,1
1514787.055,-1392327.38,27225.02825,1,1,1,1,1,1,1,1,1,1,1
3074595.761,-3336300.461,79.43439176,0,0,0,0,0,0,0,0,0,0,0
3970227.856,1522337.942,1585.302014,1,1,1,1,1,1,1,1,1,1,1
3577759.859,208279.0684,7717.456463,0,0,0,1,1,1,1,1,1,1,1
2470798.843,-3993571.587,819.5611848,0,0,0,0,0,0,0,0,0,0,0
3396620.784,-3087179.307,2185.076205,1,1,1,1,1,1,1,1,1,1,1
1021686.239,1052773.044,30178.68452,0,0,0,1,1,1,1,1,1,1,1
1565103.465,-461899.3264,2264.455,0,0,0,1,1,1,1,1,1,1,1
-1292868.614,1635771.685,1088.680065,0,0,0,1,1,1,1,1,1,1,1
3708582.525,-2003878.087,2861.694163,0,0,0,1,1,1,1,1,1,1,1
2933709.813,-2666966.521,250.2654493,0,0,0,0,0,0,0,0,0,0,0
3708582.525,-2045947.513,2861.694163,0,0,0,1,1,1,1,1,1,1,1
-34958.3675,639161.2601,26455.67713,0,0,0,1,1,1,1,1,1,1,1
3628076.269,238285.7155,27049.82096,0,0,0,1,1,1,1,1,1,1,1
2148773.82,-2056478.597,735.0377712,0,0,0,0,0,0,0,0,0,0,0
3104785.607,-1525782.787,681.7570863,0,0,0,0,0,0,0,0,0,0,0
1162572.187,58303.1751,143.0496964,0,0,0,0,0,0,0,0,0,0,0
538648.7048,1174608.331,3774.121588,0,0,0,1,1,1,1,1,1,1,1
3748835.653,1926958.521,105393.8862,1,1,1,1,1,1,1,1,1,1,1
3406684.066,-231631.4584,42732.86436,0,0,0,1,1,1,1,1,1,1,1
3577759.859,-2975420.541,2056.393293,1,1,1,1,1,1,1,1,1,1,1
2943773.095,-2645170.323,250.2654493,0,0,0,0,0,0,0,0,0,0,0
2108520.692,-2536631.294,29.47085403,0,0,0,0,0,0,0,0,0,0,0
1544976.902,-1046030.787,483.2126848,0,0,0,0,0,0,0,0,0,0,0
1323584.699,1052773.044,4717.141693,0,0,0,1,1,1,1,1,1,1,1
3728709.089,1317304.51,11.87492146,0,0,0,0,0,0,0,0,0,0,0
-1785969.43,1801708.036,3743.860639,0,0,0,1,1,1,1,1,1,1,1
1615419.875,-1066304.738,2942.983789,1,1,1,1,1,1,1,1,1,1,1
-1403564.715,1123793.297,7741.558051,0,0,0,1,1,1,1,1,1,1,1
3316114.528,-2721589.635,510.6496613,0,0,0,0,0,0,0,0,0,0,0
4262063.033,1042638.328,25353.45131,0,0,0,1,1,1,1,1,1,1,1
-1826222.558,1646109.114,24687.35125,1,1,1,1,1,1,1,1,1,1,1
820420.5998,2074027.658,78.40559415,0,0,0,0,0,0,0,0,0,0,0
649344.8067,1083193.528,2412.661827,0,0,0,1,1,1,1,1,1,1,1
2611684.79,-682730.4464,4383.115419,0,0,0,1,1,1,1,1,1,1,1
3084659.043,-3177236.891,2274.597504,1,1,1,1,1,1,1,1,1,1,1
3477127.039,-1930463.063,7644.961216,1,1,1,1,1,1,1,1,1,1,1
3597886.423,-2897706.224,1103.693603,0,0,0,1,1,1,1,1,1,1,1
3607949.705,-361725.0646,25913.97446,0,0,0,1,1,1,1,1,1,1,1
4181556.777,850556.8808,21252.39148,0,0,0,1,1,1,1,1,1,1,1
4131240.368,-361725.0646,27349.01619,0,0,0,1,1,1,1,1,1,1,1
4423075.544,1174608.331,26681.61539,0,0,0,1,1,1,1,1,1,1,1
3607949.705,318331.7712,10076.44031,0,0,0,1,1,1,1,1,1,1,1
-1624956.918,1832953.902,5249.985517,0,0,0,1,1,1,1,1,1,1,1
2420482.433,-3861566.538,100.8690689,0,0,0,0,0,0,0,0,0,0,0
3235608.272,-3601951.91,3498.895828,1,1,1,1,1,1,1,1,1,1,1
3044405.915,-3132134.219,179.0425973,0,0,0,0,0,0,0,0,0,0,0
-256350.5708,860645.2992,4377.528613,0,0,0,1,1,1,1,1,1,1,1
3577759.859,-2964292.892,1865.853355,0,0,0,1,1,1,1,1,1,1,1
4241936.469,-171624.9613,25882.85684,0,0,1,1,1,1,1,1,1,1,1
3044405.915,-3439586.863,3323.866825,0,0,0,1,1,1,1,1,1,1,1
1132382.341,438501.4554,480.6808205,0,0,0,0,0,0,0,0,0,0,0
3195355.144,-2088105.308,2566.776942,0,0,0,1,1,1,1,1,1,1,1
3779025.499,-251638.0328,15762.96615,0,0,0,1,1,1,1,1,1,1,1
-407299.8002,729657.6954,9043.205503,0,0,0,1,1,1,1,1,1,1,1
-568312.3119,1052773.044,2211.839057,0,0,0,1,1,1,1,1,1,1,1
4251999.751,-1732440.82,3381.185126,0,0,0,1,1,1,1,1,1,1,1
2410419.152,-2450312.772,35.48539953,0,0,0,0,0,0,0,0,0,0,0
3869595.036,-1763592.003,1247.243146,0,0,0,1,1,1,1,1,1,1,1
-890337.3348,1307090.611,564.1554082,0,0,0,0,0,0,0,0,0,0,0
2923646.531,-1198362.315,1561.771958,0,0,0,1,1,1,1,1,1,1,1
4402948.981,1317304.51,16607.34954,0,0,0,1,1,1,1,1,1,1,1
2722380.892,-652573.7853,1648.80569,0,0,0,1,1,1,1,1,1,1,1
3467063.757,-2853482.828,9756.56069,1,1,1,1,1,1,1,1,1,1,1
4453265.391,769925.4841,2350.779777,0,0,0,1,1,1,1,1,1,1,1
4181556.777,830386.5298,69649.13637,0,0,0,1,1,1,1,1,1,1,1
-608565.4398,659259.552,3582.78398,0,0,0,1,1,1,1,1,1,1,1
3245671.554,-2721589.635,51956.39653,1,1,1,1,1,1,1,1,1,1,1
4453265.391,800146.8278,3044.886803,0,0,0,1,1,1,1,1,1,1,1
-920527.1808,1440145.999,1370.757769,0,0,0,1,1,1,1,1,1,1,1
1897191.77,-512028.7131,880.0077288,0,0,0,0,0,0,0,0,0,0,0
297129.9377,1032506.287,8739.38015,0,0,0,1,1,1,1,1,1,1,1
-1212362.358,1553224.93,1967.550267,0,0,0,1,1,1,1,1,1,1,1
3809215.345,-1464107.863,11176.7944,0,0,0,1,1,1,1,1,1,1,1
3909848.164,1532629.578,1735.717686,0,0,0,1,1,1,1,1,1,1,1
4181556.777,1062910.465,13857.41407,0,0,0,1,1,1,1,1,1,1,1
971369.8296,941433.9853,13081.85249,0,0,0,1,1,1,1,1,1,1,1
3577759.859,38310.748,36337.14245,0,0,1,1,1,1,1,1,1,1,1
4241936.469,-783369.4038,1628.479951,0,0,0,1,1,1,1,1,1,1,1
-326793.5444,800146.8278,2310.64683,0,0,0,1,1,1,1,1,1,1,1
-105401.341,1184780.32,374.8655761,0,0,0,0,0,0,0,0,0,0,0
1051876.085,1103487.732,22148.72545,0,0,0,1,1,1,1,1,1,1,1
1605356.594,-1066304.738,5849.544511,1,1,1,1,1,1,1,1,1,1,1
3668329.397,-391766.5822,11012.4832,0,0,0,1,1,1,1,1,1,1,1
-497869.3375,588943.4876,11087.9438,0,0,0,1,1,1,1,1,1,1,1
3748835.653,208279.0684,17488.29638,0,0,0,1,1,1,1,1,1,1,1
4020544.266,-1961894.975,3697.553325,0,0,0,1,1,1,1,1,1,1,1
3869595.036,-1753203.636,2362.50289,0,0,0,1,1,1,1,1,1,1,1
2792823.865,-3359181.531,123.5646094,0,0,0,0,0,0,0,0,0,0,0
1404090.954,-662624.3128,4076.079755,0,0,0,1,1,1,1,1,1,1,1
3416747.347,2074027.658,3196.333025,0,0,0,0,0,0,0,1,1,1,1
